MX.5P_brkpt,MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
4.43,2.84,42.68,2.91,4.72,2.61,0.34,0.17,784.25,45.03,1488.57,10
1.77,1.3,42.68,1.71,2.81,4.48,0.32,0.13,784.25,45.03,1488.57,11
2.35,3.25,42.68,1.59,2.14,2.57,0.35,0.21,784.25,45.03,1488.57,12
1.8,1.27,35.91,1.87,2.59,2.38,0.23,0.11,1203.76,41.87,1457.01,1
2.02,1.41,35.91,1.85,2.3,2.85,0.21,0.17,1203.76,41.87,1457.01,2
5.06,3.18,35.91,3.18,4.92,2.81,0.35,0.17,1203.76,41.87,1457.01,3
10.32,6.24,35.91,4.77,6.26,2.13,0.47,0.22,1203.76,41.87,1457.01,4
13.62,8.03,35.91,5.24,8.69,4.02,0.54,0.25,1203.76,41.87,1457.01,5
19.33,9.43,35.91,5.41,8.54,3.71,0.48,0.21,1203.76,41.87,1457.01,6
23.26,10.8,35.91,4.38,6.3,2.19,0.41,0.18,1203.76,41.87,1457.01,7
14.5,7.5,35.91,4.49,5.95,1.69,0.42,0.17,1203.76,41.87,1457.01,8
10.31,5.71,35.91,3.65,6.22,4.5,0.44,0.19,1203.76,41.87,1457.01,9
5.34,3.34,35.91,3.39,5.06,3.7,0.46,0.18,1203.76,41.87,1457.01,10
5.73,3.39,35.91,3.19,9.03,6.72,0.31,0.16,1203.76,41.87,1457.01,11
2.43,1.57,35.91,2.32,3.22,2.73,0.34,0.13,1203.76,41.87,1457.01,12
3.82,2.21,44.35,1.6,3.4,6.97,0.36,0.14,503.32,46.78,1271.23,1
1.72,1.23,44.35,1.36,1.48,2.14,0.19,0.16,503.32,46.78,1271.23,2
3.54,2.32,44.35,2.06,3.39,3.35,0.33,0.13,503.32,46.78,1271.23,3
7.77,4.58,44.35,4.2,6.85,3.78,0.37,0.19,503.32,46.78,1271.23,4
12.79,7.22,44.35,5.08,7.42,2.76,0.41,0.24,503.32,46.78,1271.23,5
32.21,18.34,44.35,8.42,13.72,3.83,0.36,0.24,503.32,46.78,1271.23,6
28.29,15.44,44.35,7.3,9.52,3.26,0.31,0.22,503.32,46.78,1271.23,7
25.89,13.95,44.35,7.33,10.46,2.31,0.28,0.2,503.32,46.78,1271.23,8
9.69,5.91,44.35,4.34,7.93,3.47,0.33,0.16,503.32,46.78,1271.23,9
6.22,3.72,44.35,3.68,6.16,3.15,0.33,0.13,503.32,46.78,1271.23,10
1.86,1.36,44.35,2.28,4.02,2.99,0.28,0.09,503.32,46.78,1271.23,11
6.18,3.41,44.35,2.59,9.21,9.54,0.43,0.16,503.32,46.78,1271.23,12
1.27,0.91,18.78,1.61,1.59,1.38,0.36,0.09,1193.45,44.52,1143.69,1
0.84,0.52,18.78,0.93,1.09,1.72,0.29,0.07,1193.45,44.52,1143.69,2
2.73,1.66,18.78,1.37,1.42,2.01,0.19,0.1,1193.45,44.52,1143.69,3
3.94,2.67,18.78,2.06,3.14,3.99,0.37,0.15,1193.45,44.52,1143.69,4
6.71,3.87,18.78,3.94,4.83,2.35,0.51,0.2,1193.45,44.52,1143.69,5
7.03,3.55,18.78,2.7,3.13,1.43,0.38,0.16,1193.45,44.52,1143.69,6
4.65,2.05,18.78,0.92,1.13,2.4,0.14,0.11,1193.45,44.52,1143.69,7
3.13,1.94,18.78,1.83,2.57,2.88,0.27,0.1,1193.45,44.52,1143.69,8
7.92,3.76,18.78,5.11,7.01,1.92,0.42,0.11,1193.45,44.52,1143.69,9
3.32,1.88,18.78,3.64,4.23,1.4,0.24,0.09,1193.45,44.52,1143.69,10
1.29,0.83,18.78,1.44,2.11,2.74,0.38,0.08,1193.45,44.52,1143.69,11
0.94,0.7,18.78,1.02,1.94,3.39,0.11,0.08,1193.45,44.52,1143.69,12
14.45,7.61,27.18,3.49,8.08,7.8,0.55,0.19,533.25,47.03,140.01,1
13.49,7.13,27.18,2.84,6.05,5.89,0.55,0.3,533.25,47.03,140.01,2
8.65,4.9,27.18,3.05,4.36,3.89,0.52,0.27,533.25,47.03,140.01,3
4,2.45,27.18,2.51,2.64,1.78,0.49,0.19,533.25,47.03,140.01,4
7.69,4.35,27.18,4.13,6.27,3.65,0.46,0.15,533.25,47.03,140.01,5
10.94,8.1,27.18,6.01,27.26,6.1,0.19,0.11,533.25,47.03,140.01,6
2.55,1.2,27.18,1.76,1.26,1.14,0.38,0.05,533.25,47.03,140.01,7
2.31,0.67,27.18,1.52,1.82,2.47,0.41,0.04,533.25,47.03,140.01,8
3.05,1.68,27.18,2.68,4.18,3.34,0.47,0.06,533.25,47.03,140.01,9
3.93,2.65,27.18,2.81,3.17,2.06,0.45,0.26,533.25,47.03,140.01,10
3.48,2.15,27.18,2.45,2.79,2.02,0.5,0.32,533.25,47.03,140.01,11
2.29,1.62,27.18,2.49,2.84,2.99,0.62,0.22,533.25,47.03,140.01,12
5.83,3.79,46.41,4.53,5.41,2.63,0.3,0.11,205.94,39.83,1002.36,1
10.36,5.79,46.41,5.58,7.43,2.01,0.31,0.11,205.94,39.83,1002.36,2
10.35,6.04,46.41,3.79,5.07,2.3,0.35,0.19,205.94,39.83,1002.36,3
11.42,6.46,46.41,5.28,7.13,1.89,0.49,0.23,205.94,39.83,1002.36,4
16.21,8.15,46.41,5.94,11.13,6.03,0.46,0.23,205.94,39.83,1002.36,5
27.01,13.31,46.41,8.03,10.87,2.13,0.38,0.19,205.94,39.83,1002.36,6
43.24,23.59,46.41,8.28,13.28,2.47,0.37,0.18,205.94,39.83,1002.36,7
22.47,11.54,46.41,6.9,10.8,1.99,0.25,0.15,205.94,39.83,1002.36,8
21.06,11.46,46.41,6.47,17.08,5.78,0.31,0.16,205.94,39.83,1002.36,9
8.12,4.99,46.41,4.89,6.05,1.86,0.38,0.2,205.94,39.83,1002.36,10
6.57,4,46.41,5.87,7.58,1.99,0.29,0.17,205.94,39.83,1002.36,11
7.52,4.63,46.41,6.18,11.04,3.19,0.34,0.17,205.94,39.83,1002.36,12
8.32,4.91,56.01,5.79,7.59,2.25,0.33,0.17,103.46,40.22,98.39,1
8.92,5.58,56.01,5.63,8.91,2.9,0.24,0.22,103.46,40.22,98.39,2
6.95,4.44,56.01,5.08,9.05,5.73,0.36,0.22,103.46,40.22,98.39,3
16.43,7.21,56.01,5.23,8.44,3.14,0.43,0.25,103.46,40.22,98.39,4
19.73,10.98,56.01,5.12,9.64,4.67,0.54,0.24,103.46,40.22,98.39,5
32.64,17.38,56.01,6.52,8.16,1.51,0.43,0.22,103.46,40.22,98.39,6
32.69,17.41,56.01,6.92,8.95,2.18,0.4,0.24,103.46,40.22,98.39,7
26.2,12.78,56.01,7.54,11.58,2.43,0.37,0.24,103.46,40.22,98.39,8
12.78,7.59,56.01,5.87,8.55,2.57,0.35,0.17,103.46,40.22,98.39,9
15.67,9.48,56.01,7.08,14.96,5.71,0.43,0.2,103.46,40.22,98.39,10
8.56,5.86,56.01,5.27,6.5,1.47,0.34,0.15,103.46,40.22,98.39,11
7.65,5.22,56.01,5.35,6.99,1.95,0.39,0.22,103.46,40.22,98.39,12
14.57,9.1,95.61,9.79,12.1,2.08,0.54,0.23,271.19,34.67,302.83,1
14.13,8.49,95.61,8.19,9.86,2.18,0.48,0.25,271.19,34.67,302.83,2
15.6,9.42,95.61,9.72,11.58,2.16,0.46,0.25,271.19,34.67,302.83,3
18.7,11.01,95.61,8.5,11.76,3.11,0.44,0.26,271.19,34.67,302.83,4
21.72,11.99,95.61,7.79,11.18,2.27,0.57,0.21,271.19,34.67,302.83,5
34.86,18.77,95.61,8.45,11.72,2.04,0.47,0.23,271.19,34.67,302.83,6
35.18,18.21,95.61,8.14,13,2.43,0.57,0.23,271.19,34.67,302.83,7
53.48,27.33,95.61,10.75,17.51,2.82,0.56,0.28,271.19,34.67,302.83,8
32.77,19.25,95.61,8.35,13.08,2.35,0.46,0.18,271.19,34.67,302.83,9
22.6,13.69,95.61,9.44,14.96,2.24,0.46,0.23,271.19,34.67,302.83,10
12.47,8.19,95.61,9.91,15.38,2.18,0.52,0.17,271.19,34.67,302.83,11
15.14,10.71,95.61,10.47,12.94,1.61,0.55,0.26,271.19,34.67,302.83,12
7.63,5.41,78.78,5.84,8.58,2.86,0.64,0.24,79.37,48.12,1.34,1
5.12,3.48,78.78,5.13,7.42,2.4,0.65,0.3,79.37,48.12,1.34,2
8,6.18,78.78,4.93,8.47,5.03,0.65,0.35,79.37,48.12,1.34,3
4.19,2.67,78.78,2.94,3.39,2.01,0.52,0.3,79.37,48.12,1.34,4
2.48,1.73,78.78,2.36,2.81,2.02,0.51,0.15,79.37,48.12,1.34,5
2.88,1.82,78.78,1.87,2.17,1.8,0.41,0.13,79.37,48.12,1.34,6
16.83,7.11,78.78,1.48,1.49,1.37,0.33,0.06,79.37,48.12,1.34,7
3.27,2.01,78.78,2.5,3.38,2.59,0.39,0.09,79.37,48.12,1.34,8
4.98,2.79,78.78,2.7,2.7,1.75,0.46,0.16,79.37,48.12,1.34,9
7.04,4.81,78.78,6.14,9.51,3.05,0.67,0.21,79.37,48.12,1.34,10
9,6.21,78.78,8.25,10.89,2.06,0.71,0.28,79.37,48.12,1.34,11
7.59,5.22,78.78,7.01,10.21,3.03,0.69,0.28,79.37,48.12,1.34,12
32.03,15.83,128.07,9.17,12.93,1.92,0.44,0.26,-1.62,29.33,1.84,1
36.81,21.13,128.07,11.55,22.86,4.09,0.44,0.25,-1.62,29.33,1.84,2
37.86,21.21,128.07,14.05,19.07,1.81,0.57,0.17,-1.62,29.33,1.84,3
30.64,16.63,128.07,8.8,17.34,3.01,0.59,0.22,-1.62,29.33,1.84,4
41.9,21.11,128.07,9.75,18.03,3.11,0.52,0.21,-1.62,29.33,1.84,5
34.29,22.05,128.07,7.1,12.2,4.22,0.65,0.32,-1.62,29.33,1.84,6
73.47,41.01,128.07,9.98,15.34,2.45,0.65,0.39,-1.62,29.33,1.84,7
54.04,27.37,128.07,13.22,18.82,2.85,0.58,0.41,-1.62,29.33,1.84,8
42.48,21.58,128.07,11.19,16.26,3.14,0.51,0.24,-1.62,29.33,1.84,9
29.82,15.04,128.07,9.16,15.33,2.98,0.53,0.22,-1.62,29.33,1.84,10
41.07,28.09,128.07,11.12,23.01,3.86,0.51,0.19,-1.62,29.33,1.84,11
27.92,17.8,128.07,7.43,12.32,3.49,0.54,0.26,-1.62,29.33,1.84,12
14.18,8.73,76.55,4.22,7.05,3.07,0.28,0.23,9.16,33.81,1.56,1
14.17,8.11,76.55,8.64,10.08,1.55,0.31,0.19,9.16,33.81,1.56,2
11.58,6.84,76.55,4.9,6.57,2.38,0.36,0.21,9.16,33.81,1.56,3
21.3,9.68,76.55,5.12,7.59,2.08,0.36,0.19,9.16,33.81,1.56,4
23.09,13.04,76.55,8.11,16.78,5.53,0.44,0.21,9.16,33.81,1.56,5
29.92,15.7,76.55,7.02,10.01,2.95,0.42,0.2,9.16,33.81,1.56,6
42.68,22.45,76.55,8.34,12.87,2.25,0.46,0.2,9.16,33.81,1.56,7
46.99,24.04,76.55,11.58,16.03,1.9,0.37,0.26,9.16,33.81,1.56,8
34.62,20.96,76.55,12.42,24.42,4.03,0.42,0.2,9.16,33.81,1.56,9
27.33,16.07,76.55,13.91,35.53,4.29,0.31,0.17,9.16,33.81,1.56,10
23.06,12,76.55,7.61,12.11,2.5,0.35,0.16,9.16,33.81,1.56,11
15.91,9.94,76.55,6.32,9.36,2.93,0.28,0.24,9.16,33.81,1.56,12
5.78,3.48,101.38,4.22,7.88,4.37,0.36,0.1,298.77,37.67,879.12,1
6.99,4.58,101.38,5.65,7.63,2.14,0.42,0.15,298.77,37.67,879.12,2
12.32,6.76,101.38,7.13,9.06,2.32,0.47,0.21,298.77,37.67,879.12,3
23.41,13.11,101.38,9.96,12.14,2.07,0.5,0.28,298.77,37.67,879.12,4
58.16,30.53,101.38,11.15,16.79,2.35,0.53,0.33,298.77,37.67,879.12,5
55.01,27.04,101.38,15.49,24.3,2.8,0.44,0.26,298.77,37.67,879.12,6
42.85,25.99,101.38,12.14,22.77,2.82,0.4,0.21,298.77,37.67,879.12,7
37.33,20.89,101.38,11.66,17,2.22,0.42,0.24,298.77,37.67,879.12,8
34.24,17,101.38,10.72,15.6,2,0.54,0.17,298.77,37.67,879.12,9
30.07,17.71,101.38,11.4,16.78,2.38,0.49,0.17,298.77,37.67,879.12,10
13.99,8.02,101.38,8.26,13.47,2.98,0.39,0.15,298.77,37.67,879.12,11
11.82,7.08,101.38,5.64,9.26,2.2,0.38,0.17,298.77,37.67,879.12,12
15.22,8.4,66.56,9.16,14.33,2.82,0.49,0.13,125.18,33.47,151.6,1
12.61,6.64,66.56,7.03,9.05,1.55,0.43,0.16,125.18,33.47,151.6,2
16.61,8.66,66.56,9.51,9.11,1.27,0.4,0.14,125.18,33.47,151.6,3
17.6,8.87,66.56,8.45,10.6,1.92,0.39,0.13,125.18,33.47,151.6,4
22.43,10.47,66.56,7.7,11.03,3.74,0.51,0.17,125.18,33.47,151.6,5
31.66,15.08,66.56,7.95,11.37,2.33,0.51,0.21,125.18,33.47,151.6,6
43.57,21,66.56,8.88,12.92,2.86,0.56,0.22,125.18,33.47,151.6,7
36.83,17.59,66.56,7.9,10.77,2.42,0.55,0.2,125.18,33.47,151.6,8
29.79,14.94,66.56,9.93,16.1,3.58,0.55,0.16,125.18,33.47,151.6,9
16.8,8.54,66.56,9,13.34,2.46,0.55,0.11,125.18,33.47,151.6,10
20.96,10.3,66.56,11.35,14.51,1.8,0.45,0.11,125.18,33.47,151.6,11
16.37,10.27,66.56,9.69,13.75,2.01,0.47,0.16,125.18,33.47,151.6,12
20.49,10.68,75.47,6.81,10.87,2.08,0.31,0.18,46.78,30.07,65.81,1
24.45,9.96,75.47,7.26,10,1.44,0.19,0.14,46.78,30.07,65.81,2
24.05,12.44,75.47,8.19,11.94,1.71,0.38,0.16,46.78,30.07,65.81,3
37.9,20.93,75.47,13.1,35.43,6.54,0.35,0.21,46.78,30.07,65.81,4
33.22,20.86,75.47,13.07,23.43,3.6,0.48,0.13,46.78,30.07,65.81,5
33.88,18.32,75.47,9.85,15.08,2.91,0.46,0.17,46.78,30.07,65.81,6
43.23,24.23,75.47,10.14,19.76,4.28,0.36,0.17,46.78,30.07,65.81,7
38.64,21.52,75.47,17.25,47.45,5.64,0.53,0.15,46.78,30.07,65.81,8
37.59,19.01,75.47,7.54,14.41,4.16,0.2,0.21,46.78,30.07,65.81,9
29.74,15.01,75.47,11.91,19.97,2.25,0.3,0.14,46.78,30.07,65.81,10
28.35,15.22,75.47,7.66,15.19,3.3,0.21,0.17,46.78,30.07,65.81,11
21.44,12.48,75.47,6.68,10.97,2.18,0.38,0.23,46.78,30.07,65.81,12
6.82,4.3,77.57,4.58,7.05,4.03,0.36,0.12,272.09,38.7,990.65,1
7.29,4.37,77.57,6.11,8.01,1.71,0.34,0.16,272.09,38.7,990.65,2
14.53,7.56,77.57,6.07,6.93,1.72,0.44,0.24,272.09,38.7,990.65,3
24.31,14.37,77.57,10.19,11.95,1.85,0.49,0.25,272.09,38.7,990.65,4
30.05,16.97,77.57,8.04,9.86,1.42,0.48,0.26,272.09,38.7,990.65,5
