MX.5P_up,Fournier Coeff,MEAN P,S DEV P,SKEW P,P(W/W),P(W/D),Elev,Lat,Coastal Prox,Month
2.38,41.56,4.66,5.77,1.95,0.23,0.17,2.6,41.33,0.4,1
2.4,41.56,4.12,4.87,2.25,0.31,0.15,2.6,41.33,0.4,2
3.58,41.56,6.87,10.63,2.25,0.26,0.16,2.6,41.33,0.4,3
3.84,41.56,5.99,9.39,2.37,0.28,0.17,2.6,41.33,0.4,4
4.07,41.56,6.01,7.53,1.64,0.34,0.21,2.6,41.33,0.4,5
4.01,41.56,6.36,8.14,1.98,0.25,0.18,2.6,41.33,0.4,6
4.63,41.56,6.05,16.53,5.57,0.24,0.15,2.6,41.33,0.4,7
4.72,41.56,5.02,7.13,2.23,0.23,0.15,2.6,41.33,0.4,8
5.22,41.56,11,14.75,1.82,0.26,0.11,2.6,41.33,0.4,9
5.53,41.56,8.42,11.69,2.06,0.3,0.17,2.6,41.33,0.4,10
3.25,41.56,6.7,8.8,1.82,0.24,0.15,2.6,41.33,0.4,11
3.1,41.56,6.63,7.85,1.78,0.21,0.19,2.6,41.33,0.4,12
0.92,48.25,3.82,6.22,2.21,0.25,0.06,462.46,38.07,964.24,1
1.53,48.25,4.54,6.66,2.6,0.12,0.07,462.46,38.07,964.24,2
2.31,48.25,5.05,8.53,4.31,0.21,0.11,462.46,38.07,964.24,3
4.03,48.25,6.1,7.62,1.72,0.4,0.17,462.46,38.07,964.24,4
7.28,48.25,9.53,11.78,1.72,0.44,0.21,462.46,38.07,964.24,5
8.02,48.25,10.13,13.62,1.45,0.32,0.18,462.46,38.07,964.24,6
6.14,48.25,7.76,10.94,1.95,0.21,0.17,462.46,38.07,964.24,7
8.96,48.25,10.34,21.2,4.78,0.25,0.18,462.46,38.07,964.24,8
3.76,48.25,5.86,10.45,3.34,0.27,0.13,462.46,38.07,964.24,9
4.27,48.25,5.89,8.44,2,0.22,0.13,462.46,38.07,964.24,10
1.49,48.25,4.04,6.63,2.88,0.35,0.08,462.46,38.07,964.24,11
2.54,48.25,5.93,12.94,3.48,0.24,0.08,462.46,38.07,964.24,12
6.98,77.35,7.92,12.42,2.43,0.33,0.18,44.24,28.06,66.78,1
4.29,77.35,6.06,8.58,2.06,0.41,0.19,44.24,28.06,66.78,2
5.66,77.35,14.13,21.44,2.16,0.42,0.12,44.24,28.06,66.78,3
5.76,77.35,13.19,24.5,3.71,0.47,0.08,44.24,28.06,66.78,4
4.82,77.35,7.45,7.43,0.86,0.53,0.12,44.24,28.06,66.78,5
8.31,77.35,12.66,17.78,2.91,0.64,0.16,44.24,28.06,66.78,6
8.51,77.35,7.47,10.46,2.3,0.51,0.21,44.24,28.06,66.78,7
9.12,77.35,10.63,17.04,3.07,0.63,0.21,44.24,28.06,66.78,8
8.48,77.35,9.56,15.57,3.56,0.54,0.25,44.24,28.06,66.78,9
3.34,77.35,5.97,14.24,5.68,0.56,0.12,44.24,28.06,66.78,10
2.68,77.35,6.01,8.51,1.7,0.33,0.09,44.24,28.06,66.78,11
3.71,77.35,3.33,4.82,1.97,0.31,0.15,44.24,28.06,66.78,12
0.97,43.31,3.16,5.35,4.02,0.36,0.08,949.04,36.68,982.51,1
1.21,43.31,3.03,4.22,2.43,0.27,0.1,949.04,36.68,982.51,2
1.74,43.31,4.61,5.97,1.85,0.29,0.11,949.04,36.68,982.51,3
3.41,43.31,6.55,9.36,1.95,0.42,0.15,949.04,36.68,982.51,4
5.4,43.31,6.45,8.73,2.04,0.32,0.21,949.04,36.68,982.51,5
5.88,43.31,6.15,8.13,2.04,0.32,0.18,949.04,36.68,982.51,6
5.91,43.31,5.82,8.71,2.96,0.55,0.21,949.04,36.68,982.51,7
5.98,43.31,6.91,10.12,2.41,0.57,0.2,949.04,36.68,982.51,8
2.76,43.31,4.79,7.72,3.19,0.43,0.18,949.04,36.68,982.51,9
4.07,43.31,7.37,11.69,2.41,0.48,0.11,949.04,36.68,982.51,10
0.56,43.31,3.11,3.44,1.38,0.24,0.05,949.04,36.68,982.51,11
1.91,43.31,3.82,4.97,1.89,0.33,0.11,949.04,36.68,982.51,12
4.48,88.87,6.59,9.17,2.55,0.55,0.39,16.61,41.69,1.78,1
3.73,88.87,7.89,10.53,3.13,0.51,0.36,16.61,41.69,1.78,2
4.09,88.87,8.14,9.4,1.51,0.44,0.34,16.61,41.69,1.78,3
4.78,88.87,8.11,11.38,2.63,0.52,0.25,16.61,41.69,1.78,4
4.88,88.87,6.9,10.6,2.75,0.47,0.26,16.61,41.69,1.78,5
2.79,88.87,4.5,6.72,2.21,0.45,0.33,16.61,41.69,1.78,6
6.71,88.87,7.15,10.44,1.78,0.47,0.24,16.61,41.69,1.78,7
8.11,88.87,7.88,16.49,3.97,0.39,0.32,16.61,41.69,1.78,8
7.01,88.87,8.66,13.52,2.67,0.47,0.3,16.61,41.69,1.78,9
5.7,88.87,8.15,12.04,2.26,0.58,0.29,16.61,41.69,1.78,10
6.03,88.87,8.29,12.6,2.71,0.5,0.3,16.61,41.69,1.78,11
4.43,88.87,7.39,9.04,2.1,0.45,0.39,16.61,41.69,1.78,12
1.61,67.14,2.74,3.85,2.37,0.39,0.18,242.49,43.77,1033.8,1
1.67,67.14,3.21,4.68,2.53,0.29,0.19,242.49,43.77,1033.8,2
2.87,67.14,4.93,6.64,2.72,0.44,0.22,242.49,43.77,1033.8,3
4.72,67.14,7.04,8.73,1.51,0.51,0.3,242.49,43.77,1033.8,4
5.26,67.14,6.94,8.13,1.49,0.42,0.33,242.49,43.77,1033.8,5
6.69,67.14,9.77,12.78,2.19,0.47,0.28,242.49,43.77,1033.8,6
7.04,67.14,7.04,8.96,2.27,0.43,0.3,242.49,43.77,1033.8,7
6,67.14,6.88,7.94,1.47,0.45,0.32,242.49,43.77,1033.8,8
4.82,67.14,7.26,9.36,3.09,0.4,0.25,242.49,43.77,1033.8,9
4.22,67.14,5.76,7.54,2.33,0.45,0.26,242.49,43.77,1033.8,10
2.67,67.14,4.6,6.67,2.39,0.4,0.22,242.49,43.77,1033.8,11
1.93,67.14,3.01,4.29,3.21,0.43,0.26,242.49,43.77,1033.8,12
2.28,60,4.87,8.1,2.47,0.45,0.13,281,29.36,231.58,1
2.4,60,4.49,8.57,2.88,0.29,0.12,281,29.36,231.58,2
5.71,60,6.56,10.43,2.37,0.45,0.16,281,29.36,231.58,3
5.73,60,7.02,9.89,1.76,0.31,0.15,281,29.36,231.58,4
9.98,60,10.49,14.16,1.77,0.52,0.18,281,29.36,231.58,5
5,60,7.6,12.87,2.52,0.47,0.1,281,29.36,231.58,6
8,60,12.89,18.92,1.98,0.5,0.12,281,29.36,231.58,7
7.33,60,11.55,21.66,3.11,0.5,0.11,281,29.36,231.58,8
5.94,60,9.05,15.15,3.51,0.55,0.15,281,29.36,231.58,9
5.32,60,8.65,12.24,1.71,0.45,0.11,281,29.36,231.58,10
3.47,60,5.26,10.43,3.36,0.37,0.13,281,29.36,231.58,11
1.75,60,2.98,4.29,2.57,0.46,0.15,281,29.36,231.58,12
2.72,65.12,5.13,8.79,3.68,0.48,0.24,247.31,39.83,784.35,1
3.35,65.12,4.87,9.26,4.33,0.42,0.24,247.31,39.83,784.35,2
3.93,65.12,7.01,8.53,2.48,0.39,0.21,247.31,39.83,784.35,3
5.6,65.12,8.19,10.55,2.26,0.48,0.24,247.31,39.83,784.35,4
5.45,65.12,7.61,10.31,3.18,0.54,0.2,247.31,39.83,784.35,5
6.69,65.12,9.16,12.24,2.12,0.46,0.23,247.31,39.83,784.35,6
6.49,65.12,6.69,11.58,3.36,0.42,0.21,247.31,39.83,784.35,7
7.14,65.12,9.85,17.16,3.01,0.32,0.18,247.31,39.83,784.35,8
4.56,65.12,7.9,12.15,2.81,0.5,0.18,247.31,39.83,784.35,9
4.13,65.12,7.23,9.88,2.03,0.48,0.22,247.31,39.83,784.35,10
3.77,65.12,5.44,7.26,1.76,0.51,0.2,247.31,39.83,784.35,11
3.06,65.12,5.1,7.2,2.46,0.55,0.28,247.31,39.83,784.35,12
1.78,29.03,5.64,6.05,1.22,0.32,0.06,858.34,31.78,699.67,1
0.57,29.03,1.28,1.47,1.97,0.24,0.04,858.34,31.78,699.67,2
2.84,29.03,7.77,17.88,4.46,0.46,0.05,858.34,31.78,699.67,3
0.68,29.03,5.13,6.63,1.89,0.11,0.03,858.34,31.78,699.67,4
2.35,29.03,7.79,12,2.22,0.34,0.07,858.34,31.78,699.67,5
2.71,29.03,4.57,6,2.32,0.38,0.09,858.34,31.78,699.67,6
3.54,29.03,6.65,9.16,1.91,0.36,0.15,858.34,31.78,699.67,7
5.18,29.03,6.88,12.89,3.12,0.29,0.11,858.34,31.78,699.67,8
3.86,29.03,7.39,11.39,2.97,0.46,0.14,858.34,31.78,699.67,9
3.17,29.03,5.86,9.06,2.48,0.39,0.11,858.34,31.78,699.67,10
0.36,29.03,3.7,6.43,1.91,0.33,0.02,858.34,31.78,699.67,11
1.11,29.03,4.62,5.99,2.64,0.27,0.06,858.34,31.78,699.67,12
8.97,71.23,4.55,5.98,2.12,0.44,0.09,324.57,35.85,718.88,1
5.74,71.23,9.25,15.98,2.18,0.27,0.14,324.57,35.85,718.88,2
4.14,71.23,8.1,11.42,1.84,0.37,0.15,324.57,35.85,718.88,3
7.22,71.23,10.38,14.01,2.08,0.43,0.24,324.57,35.85,718.88,4
7.03,71.23,8.38,14.11,3.23,0.48,0.26,324.57,35.85,718.88,5
9.25,71.23,14.22,21.4,2.96,0.33,0.19,324.57,35.85,718.88,6
9.17,71.23,11.48,14.82,1.75,0.45,0.19,324.57,35.85,718.88,7
6.82,71.23,10.62,15.16,2.52,0.4,0.17,324.57,35.85,718.88,8
6.62,71.23,7.97,12.78,2.35,0.42,0.17,324.57,35.85,718.88,9
5.64,71.23,11,14.48,1.97,0.31,0.16,324.57,35.85,718.88,10
5.2,71.23,9.58,15.39,2.27,0.36,0.12,324.57,35.85,718.88,11
2.68,71.23,4.12,6.04,2.28,0.25,0.13,324.57,35.85,718.88,12
2.71,46.28,6.21,7.79,2.72,0.64,0.14,14.3,37.65,3.26,1
2.8,46.28,6.55,6.88,1.8,0.65,0.18,14.3,37.65,3.26,2
2.8,46.28,5.82,6.14,1.42,0.55,0.15,14.3,37.65,3.26,3
2.52,46.28,5.33,5.82,1.89,0.37,0.13,14.3,37.65,3.26,4
0.63,46.28,2.38,2.25,1.15,0.39,0.06,14.3,37.65,3.26,5
0.63,46.28,7.84,9.72,0.85,0,0.02,14.3,37.65,3.26,6
0.07,46.28,1.02,1.32,0.58,0,0.01,14.3,37.65,3.26,7
0.49,46.28,3.07,3.13,0.54,0.3,0.03,14.3,37.65,3.26,9
2.03,46.28,5.55,10,4.65,0.48,0.11,14.3,37.65,3.26,10
2.5,46.28,5.41,6.91,2.33,0.41,0.16,14.3,37.65,3.26,11
3.34,46.28,7.46,9.31,3.17,0.48,0.2,14.3,37.65,3.26,12
0.9,13.89,2.09,2.17,1.77,0.29,0.14,1442.28,43.52,904.37,1
0.62,13.89,1.53,1.72,2.28,0.33,0.13,1442.28,43.52,904.37,2
1.41,13.89,2.49,3.61,2.63,0.32,0.16,1442.28,43.52,904.37,3
1.29,13.89,2.38,2.22,1.46,0.35,0.17,1442.28,43.52,904.37,4
1.35,13.89,2.73,3.4,2.02,0.38,0.16,1442.28,43.52,904.37,5
1.44,13.89,2.25,2.84,1.91,0.33,0.11,1442.28,43.52,904.37,6
1.76,13.89,2.73,3.12,2.79,0.24,0.09,1442.28,43.52,904.37,7
0.95,13.89,2.84,3.35,2.49,0.36,0.09,1442.28,43.52,904.37,8
1.58,13.89,4.55,6.43,1.5,0.43,0.1,1442.28,43.52,904.37,9
1.46,13.89,2.79,3.16,1.4,0.45,0.13,1442.28,43.52,904.37,10
1.14,13.89,2.72,2.93,1.55,0.28,0.13,1442.28,43.52,904.37,11
0.9,13.89,1.7,2.4,3.96,0.32,0.19,1442.28,43.52,904.37,12
0.35,63.59,1.07,1.32,2.28,0.32,0.07,669.49,39.38,1161.42,1
0.69,63.59,2.08,2.66,2.03,0.18,0.1,669.49,39.38,1161.42,2
1.97,63.59,3.59,5.5,2.26,0.37,0.16,669.49,39.38,1161.42,3
4.33,63.59,7.05,11.61,2.85,0.51,0.21,669.49,39.38,1161.42,4
7.97,63.59,7.1,11.29,2.66,0.49,0.25,669.49,39.38,1161.42,5
8.29,63.59,7.46,11.19,3.22,0.51,0.25,669.49,39.38,1161.42,6
6.84,63.59,7.93,9.71,3.23,0.5,0.24,669.49,39.38,1161.42,7
7.61,63.59,7.27,11.17,2.74,0.5,0.24,669.49,39.38,1161.42,8
5.15,63.59,6.02,9.6,2.62,0.46,0.16,669.49,39.38,1161.42,9
6.69,63.59,8.37,15.99,4.06,0.52,0.17,669.49,39.38,1161.42,10
0.88,63.59,2.77,4.22,2.82,0.25,0.09,669.49,39.38,1161.42,11
2.03,63.59,3.31,5.69,3.38,0.46,0.08,669.49,39.38,1161.42,12
2.77,83.55,4.35,6.08,2.15,0.44,0.29,244.48,42.89,177.18,1
2.76,83.55,5.06,7.06,2.21,0.5,0.29,244.48,42.89,177.18,2
3.39,83.55,5.51,6.52,2.15,0.45,0.29,244.48,42.89,177.18,3
2.55,83.55,4.7,5.09,1.45,0.51,0.25,244.48,42.89,177.18,4
5.01,83.55,7.05,10.26,4.27,0.56,0.3,244.48,42.89,177.18,5
4.9,83.55,6.86,8.36,1.96,0.51,0.34,244.48,42.89,177.18,6
6.97,83.55,7.6,9.09,2.02,0.59,0.34,244.48,42.89,177.18,7
6.21,83.55,7.51,11.13,3.08,0.63,0.29,244.48,42.89,177.18,8
6.32,83.55,9.51,12.62,3.13,0.52,0.27,244.48,42.89,177.18,9
6.21,83.55,7.45,11.25,3.28,0.59,0.33,244.48,42.89,177.18,10
3.09,83.55,4.41,6.01,2.34,0.54,0.25,244.48,42.89,177.18,11
3.04,83.55,5.78,6.45,2.32,0.46,0.4,244.48,42.89,177.18,12
0.41,50.58,1.51,2.3,2.02,0.08,0.06,611.12,43.39,1578.85,1
0.73,50.58,2.17,4.54,4.48,0.38,0.11,611.12,43.39,1578.85,2
1.41,50.58,3.52,4.41,2.19,0.36,0.11,611.12,43.39,1578.85,3
3.3,50.58,6.01,9.3,2.92,0.56,0.23,611.12,43.39,1578.85,4
4.76,50.58,7.11,8.78,1.99,0.47,0.26,611.12,43.39,1578.85,5
7.03,50.58,6.04,9.51,3.02,0.47,0.26,611.12,43.39,1578.85,6
3.29,50.58,4.69,5.98,1.84,0.44,0.17,611.12,43.39,1578.85,7
5.64,50.58,7.45,12.28,3.4,0.49,0.19,611.12,43.39,1578.85,8
3.55,50.58,4.3,5.92,2.06,0.4,0.16,611.12,43.39,1578.85,9
2.26,50.58,5.25,9.07,2.66,0.43,0.14,611.12,43.39,1578.85,10
0.84,50.58,2.2,3.08,2.21,0.23,0.08,611.12,43.39,1578.85,11
0.91,50.58,2.34,3.1,2.38,0.31,0.09,611.12,43.39,1578.85,12
1.32,20.89,2.46,2.57,2.44,0.45,0.2,195.01,45.83,285.83,1
1,20.89,2.12,2.27,2.78,0.55,0.22,195.01,45.83,285.83,2
0.96,20.89,1.79,1.77,1.74,0.51,0.31,195.01,45.83,285.83,3
1,20.89,2.11,2.21,1.67,0.39,0.13,195.01,45.83,285.83,4
1.39,20.89,2.48,2.91,2.14,0.4,0.2,195.01,45.83,285.83,5
0.73,20.89,2.33,2.2,1.26,0.35,0.14,195.01,45.83,285.83,6
0.24,20.89,1,1.1,1.46,0.33,0.03,195.01,45.83,285.83,7
0.44,20.89,1.75,1.99,1.59,0.4,0.04,195.01,45.83,285.83,8
0.81,20.89,2.65,2.97,2.33,0.38,0.07,195.01,45.83,285.83,9
1.53,20.89,2.48,2.76,2.66,0.53,0.2,195.01,45.83,285.83,10
1.06,20.89,1.98,1.84,1.46,0.48,0.29,195.01,45.83,285.83,11
1.26,20.89,2.41,2.91,3.69,0.59,0.3,195.01,45.83,285.83,12
3.99,82.32,6.32,10.26,3.68,0.41,0.22,55.65,34.99,126.96,1
4.85,82.32,9.01,9.55,1.37,0.35,0.24,55.65,34.99,126.96,2
4.39,82.32,6.52,7.9,1.63,0.46,0.24,55.65,34.99,126.96,3
5.72,82.32,7.64,12.56,3.22,0.5,0.23,55.65,34.99,126.96,4
6.08,82.32,7.06,10.14,2.73,0.55,0.27,55.65,34.99,126.96,5
9.16,82.32,8.88,14.11,3.51,0.51,0.22,55.65,34.99,126.96,6
9.43,82.32,9.86,13.34,1.97,0.48,0.24,55.65,34.99,126.96,7
9.62,82.32,8.6,12.95,1.95,0.55,0.25,55.65,34.99,126.96,8
10.97,82.32,11.74,22.47,3.02,0.52,0.22,55.65,34.99,126.96,9
7.08,82.32,9.3,34.37,8.61,0.49,0.22,55.65,34.99,126.96,10
4.31,82.32,7.62,10.82,3.12,0.42,0.18,55.65,34.99,126.96,11
5.27,82.32,8.45,11.06,2.23,0.39,0.25,55.65,34.99,126.96,12
6.85,76.04,11.18,12.55,1.23,0.37,0.19,100.13,32.34,233.73,1
6.63,76.04,11.06,13.69,2.67,0.26,0.21,100.13,32.34,233.73,2
7.1,76.04,12.37,15.4,2.58,0.41,0.18,100.13,32.34,233.73,3
7.87,76.04,13.18,19.1,2.19,0.33,0.18,100.13,32.34,233.73,4
8.5,76.04,12.38,17.53,2.81,0.42,0.15,100.13,32.34,233.73,5
6.86,76.04,9.69,12.3,2.55,0.45,0.15,100.13,32.34,233.73,6
7.32,76.04,6.83,8.65,2.07,0.44,0.18,100.13,32.34,233.73,7
7.19,76.04,8.29,13.81,2.23,0.45,0.17,100.13,32.34,233.73,8
7.89,76.04,11.06,19.76,3.41,0.36,0.15,100.13,32.34,233.73,9
5.99,76.04,8.66,13.8,2.65,0.48,0.14,100.13,32.34,233.73,10
7.03,76.04,12.16,16.08,1.72,0.36,0.15,100.13,32.34,233.73,11
6,76.04,9.37,10.68,1.22,0.38,0.21,100.13,32.34,233.73,12
5.54,85.46,10.5,13.49,2.02,0.38,0.22,38.31,33.48,378.84,1
5.45,85.46,7.42,8.1,1.21,0.47,0.25,38.31,33.48,378.84,2
8.5,85.46,11.36,15.83,2.3,0.44,0.2,38.31,33.48,378.84,3
6.76,85.46,11.14,11.76,1.2,0.4,0.23,38.31,33.48,378.84,4
5.41,85.46,10.03,11.67,1.97,0.49,0.17,38.31,33.48,378.84,5
7.35,85.46,10.89,16,1.9,0.41,0.1,38.31,33.48,378.84,6
8,85.46,9.83,16.58,3.29,0.53,0.19,38.31,33.48,378.84,7
7.6,85.46,8.45,11.8,2.85,0.46,0.16,38.31,33.48,378.84,8
9.64,85.46,13.13,27.56,4.84,0.56,0.16,38.31,33.48,378.84,9
7.23,85.46,11.93,20.14,2.71,0.44,0.2,38.31,33.48,378.84,10
6.84,85.46,9.23,12.72,2.25,0.46,0.19,38.31,33.48,378.84,11
6.09,85.46,9.86,11.97,1.84,0.47,0.28,38.31,33.48,378.84,12
3.62,71.92,6.15,9.23,2.2,0.37,0.26,23.16,40.73,7.22,1
3.37,71.92,7.32,9.73,2.53,0.34,0.24,23.16,40.73,7.22,2
4.39,71.92,7.49,11.31,2.72,0.41,0.25,23.16,40.73,7.22,3
5.13,71.92,6.49,8.45,2.46,0.42,0.23,23.16,40.73,7.22,4
5.38,71.92,7.01,8.93,2.14,0.44,0.27,23.16,40.73,7.22,5
5.26,71.92,8.15,11.67,3.87,0.38,0.22,23.16,40.73,7.22,6
7.93,71.92,7.13,11.68,3.16,0.4,0.25,23.16,40.73,7.22,7
9.62,71.92,10.82,24.03,4.56,0.42,0.18,23.16,40.73,7.22,8
5.66,71.92,9.62,13.61,2.6,0.41,0.2,23.16,40.73,7.22,9
4.95,71.92,7.43,9.06,2.54,0.42,0.19,23.16,40.73,7.22,10
4.74,71.92,7.29,8.52,1.85,0.32,0.21,23.16,40.73,7.22,11
5.63,71.92,8.77,12.08,2.72,0.5,0.28,23.16,40.73,7.22,12
1.24,11.38,2.37,3.02,1.49,0.44,0.15,12.21,40.07,363.24,1
0.85,11.38,2,2.91,2.43,0.35,0.13,12.21,40.07,363.24,2
0.87,11.38,2.04,2.02,1.3,0.32,0.12,12.21,40.07,363.24,3
1.03,11.38,2.62,4.24,2.44,0.34,0.08,12.21,40.07,363.24,4
1.41,11.38,3.29,4.11,2.74,0.6,0.08,12.21,40.07,363.24,5
0.66,11.38,3.4,4.37,1.58,0.35,0.04,12.21,40.07,363.24,6
0.65,11.38,2.89,5.66,2.49,0,0.03,12.21,40.07,363.24,7
0.31,11.38,2.62,3.6,1.4,0.2,0.03,12.21,40.07,363.24,8
0.22,11.38,1.38,1.47,0.9,0.17,0.03,12.21,40.07,363.24,9
1.14,11.38,3.93,5.2,1.65,0.48,0.05,12.21,40.07,363.24,10
0.98,11.38,2.66,4.29,2.53,0.33,0.08,12.21,40.07,363.24,11
1.13,11.38,1.75,2.04,2.15,0.36,0.15,12.21,40.07,363.24,12
6.76,97.31,7.64,14.94,3.93,0.42,0.21,1.52,29.27,0.54,1
3.97,97.31,6.7,11.67,3.54,0.29,0.15,1.52,29.27,0.54,2
9.84,97.31,11.51,20.81,2.99,0.43,0.18,1.52,29.27,0.54,3
5.44,97.31,7.29,9.99,2.36,0.42,0.2,1.52,29.27,0.54,4
5.68,97.31,8.74,10.66,1.96,0.49,0.14,1.52,29.27,0.54,5
5.86,97.31,10.15,14.18,2.14,0.55,0.2,1.52,29.27,0.54,6
6.37,97.31,8.91,12.6,2.9,0.48,0.19,1.52,29.27,0.54,7
10.46,97.31,14.16,30.33,5.29,0.63,0.23,1.52,29.27,0.54,8
8.45,97.31,13.21,19.65,2.42,0.55,0.19,1.52,29.27,0.54,9
8.38,97.31,10,21.32,5.08,0.42,0.16,1.52,29.27,0.54,10
4.22,97.31,6.67,10.21,2.51,0.49,0.17,1.52,29.27,0.54,11
6.17,97.31,8.4,19.32,4.9,0.44,0.27,1.52,29.27,0.54,12
0.69,38.39,1.4,2.13,2.93,0.26,0.11,1004.99,43.02,1611.93,1
0.86,38.39,1.83,2.91,3.57,0.35,0.14,1004.99,43.02,1611.93,2
1.38,38.39,2.92,4.89,3.77,0.34,0.14,1004.99,43.02,1611.93,3
2.67,38.39,5.75,6.74,1.82,0.51,0.22,1004.99,43.02,1611.93,4
3.2,38.39,5.51,7.66,2.89,0.5,0.26,1004.99,43.02,1611.93,5
4.79,38.39,5.91,7.93,2.25,0.46,0.24,1004.99,43.02,1611.93,6
5.96,38.39,5.95,8.69,2.26,0.44,0.16,1004.99,43.02,1611.93,7
3.27,38.39,4.65,6.57,2.18,0.53,0.13,1004.99,43.02,1611.93,8
2.06,38.39,3.98,5.79,3.73,0.45,0.1,1004.99,43.02,1611.93,9
1.7,38.39,3.74,5.27,2.6,0.41,0.17,1004.99,43.02,1611.93,10
1.36,38.39,3.64,5.93,4.51,0.32,0.12,1004.99,43.02,1611.93,11
0.75,38.39,2.1,2.72,2.72,0.33,0.13,1004.99,43.02,1611.93,12
4.7,75.7,9.48,10.64,1.56,0.45,0.17,309.18,34.85,289.89,1
4.2,75.7,7.27,7.04,0.91,0.36,0.21,309.18,34.85,289.89,2
4.51,75.7,7.5,9.06,1.76,0.37,0.26,309.18,34.85,289.89,3
5.41,75.7,8.14,10.64,2.46,0.45,0.23,309.18,34.85,289.89,4
6.44,75.7,7.21,10.89,3.14,0.45,0.2,309.18,34.85,289.89,5
7.82,75.7,8.25,12.36,3.3,0.47,0.21,309.18,34.85,289.89,6
7.38,75.7,8.48,13.96,3.51,0.47,0.28,309.18,34.85,289.89,7
10.38,75.7,10.65,14.04,2.12,0.52,0.22,309.18,34.85,289.89,8
6.6,75.7,9.04,12.86,2.07,0.49,0.14,309.18,34.85,289.89,9
5.39,75.7,8.75,12.56,2.32,0.43,0.15,309.18,34.85,289.89,10
4.3,75.7,8.59,12.66,2.81,0.42,0.17,309.18,34.85,289.89,11
6.17,75.7,8.73,11.86,1.73,0.47,0.2,309.18,34.85,289.89,12
3.12,53.22,6.28,7.57,1.56,0.35,0.15,210.29,39.71,106.11,1
2.13,53.22,4.95,6.77,2.14,0.15,0.17,210.29,39.71,106.11,2
2.9,53.22,4.91,6.89,3.42,0.35,0.22,210.29,39.71,106.11,3
5.08,53.22,5.86,9.47,2.95,0.39,0.29,210.29,39.71,106.11,4
4.73,53.22,5.78,10.31,3.87,0.54,0.26,210.29,39.71,106.11,5
5.66,53.22,6.09,7.36,1.79,0.39,0.24,210.29,39.71,106.11,6
6.52,53.22,6.95,9.95,2.36,0.39,0.22,210.29,39.71,106.11,7
5.57,53.22,6.08,7.52,1.76,0.4,0.23,210.29,39.71,106.11,8
6.02,53.22,8.39,9.64,1.82,0.39,0.17,210.29,39.71,106.11,9
3.37,53.22,6.15,7.32,2.09,0.4,0.14,210.29,39.71,106.11,10
2.34,53.22,4.49,4.99,1.21,0.39,0.16,210.29,39.71,106.11,11
3.16,53.22,5.74,5.9,1.52,0.31,0.2,210.29,39.71,106.11,12
3.36,74.01,5.59,7.58,2.13,0.46,0.23,123.55,41.2,67.95,1
2.41,74.01,5.15,6.45,1.71,0.44,0.25,123.55,41.2,67.95,2
3.46,74.01,7.7,10.24,1.77,0.37,0.22,123.55,41.2,67.95,3
3.65,74.01,6.22,6.85,1.55,0.46,0.21,123.55,41.2,67.95,4
3.63,74.01,6.29,7.09,1.86,0.56,0.23,123.55,41.2,67.95,5
5.64,74.01,7.3,9.01,1.62,0.5,0.3,123.55,41.2,67.95,6
7.6,74.01,7.52,11.7,2.54,0.53,0.34,123.55,41.2,67.95,7
8.28,74.01,7.03,15.32,4.72,0.59,0.33,123.55,41.2,67.95,8
4.91,74.01,6.78,11.09,3.11,0.55,0.19,123.55,41.2,67.95,9
5.6,74.01,7.59,12.88,3.86,0.38,0.2,123.55,41.2,67.95,10
3.96,74.01,6.21,8.4,2.23,0.45,0.21,123.55,41.2,67.95,11
3.65,74.01,6.52,7.79,2.04,0.5,0.27,123.55,41.2,67.95,12
2.87,74.49,6.7,9.03,2.21,0.53,0.21,245.33,33.78,368.36,1
3.33,74.49,6.84,7.58,2.41,0.62,0.19,245.33,33.78,368.36,2
2.37,74.49,4.15,4.22,1.71,0.57,0.27,245.33,33.78,368.36,3
4.29,74.49,9.6,12.42,2.97,0.52,0.2,245.33,33.78,368.36,4
4.92,74.49,8.26,11.04,2.08,0.51,0.17,245.33,33.78,368.36,5
3.56,74.49,6.6,8.89,2.7,0.56,0.15,245.33,33.78,368.36,6
4.24,74.49,5.78,6.27,2.01,0.54,0.27,245.33,33.78,368.36,7
4.91,74.49,7.46,9.82,2.65,0.57,0.16,245.33,33.78,368.36,8
3.18,74.49,6.87,11.45,3.96,0.53,0.11,245.33,33.78,368.36,9
4.66,74.49,9.52,14.37,2.21,0.46,0.12,245.33,33.78,368.36,10
4.52,74.49,14.35,17.8,1.61,0.53,0.08,245.33,33.78,368.36,11
4.4,74.49,8.66,10.36,2.08,0.61,0.24,245.33,33.78,368.36,12
2.95,53.87,6.06,7.59,1.9,0.34,0.18,4.08,41.74,49.74,1
2.71,53.87,5.55,7.16,2.28,0.42,0.18,4.08,41.74,49.74,2
3.13,53.87,7.11,9.38,2.6,0.36,0.18,4.08,41.74,49.74,3
3.47,53.87,6.23,8.66,2.24,0.46,0.19,4.08,41.74,49.74,4
3.54,53.87,4.94,7.05,2.51,0.46,0.24,4.08,41.74,49.74,5
5.79,53.87,7.82,8.96,1.57,0.42,0.25,4.08,41.74,49.74,6
6.52,53.87,7.2,9.79,1.94,0.35,0.22,4.08,41.74,49.74,7
6.33,53.87,7.68,11.69,3.04,0.3,0.2,4.08,41.74,49.74,8
6.1,53.87,10.1,15.54,2.66,0.41,0.16,4.08,41.74,49.74,9
